Unnamed: 0.1,Year_leisure,Period_leisure,Label_leisure,Value_leisure,date,Year_service,Period_service,Label_service,Value_service,Unnamed: 0,name,year,start date,end date,type,distance,size,smoke estimate,start_date_ym,end_date_ym
28552,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70605,McConnel (1),2007,2007-05-01,2007-10-31,Likely Wildfire,581.1817364402035,0.0995224586586222,3.0000428103863297,2007-05,2007-10
28553,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70606,Meth (1),2007,2007-05-01,2007-10-31,Likely Wildfire,580.6897004003126,0.0995207487478049,3.0000428459247166,2007-05,2007-10
28554,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70607,Firecracker (1),2007,2007-05-01,2007-10-31,Likely Wildfire,575.5144977752758,0.0995198795433813,3.0000432308308165,2007-05,2007-10
28555,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70608,Twitty Fire (1),2007,2007-05-01,2007-10-31,Likely Wildfire,556.7572819163333,0.0994768762339033,3.0000446679726807,2007-05,2007-10
28556,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70609,Deer Fire (1),2007,2007-05-01,2007-10-31,Likely Wildfire,554.5319775383634,0.0994654893757001,3.000044842089097,2007-05,2007-10
28557,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70610,Gale Fire (1),2007,2007-05-01,2007-10-31,Likely Wildfire,535.9254026275939,0.0994609862784143,3.0000463968426345,2007-05,2007-10
28558,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70611,Hunter (1),2007,2007-05-01,2007-10-31,Likely Wildfire,535.2000618781151,0.0994584785334707,3.000046458551492,2007-05,2007-10
28564,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,70617,John Rich (1),2007,2007-05-01,2007-10-31,Likely Wildfire,556.6557295820162,0.0298441552040736,3.000013403327056,2007-05,2007-10
28577,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80569,UNIT 5 (1),2007,2007-10-28,2007-10-31,Prescribed Fire,281.1316731808287,13958.694954925724,12.412951195601549,2007-10,2007-10
28582,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80590,UNNAMED (4),2007,2007-11-02,2007-10-31,Prescribed Fire,620.0042231881686,8700.297450443899,3.5081605596593644,2007-11,2007-10
28586,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80602,08 UNIT 1 RX (1),2007,2007-10-24,2007-10-31,Prescribed Fire,273.57550985291044,4165.430519142471,3.806472408094972,2007-10,2007-10
28589,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80617,UNNAMED (1),2007,2007-12-25,2007-10-31,Unknown - Likely Prescribed Fire,373.37167610526944,3576.0570617199323,3.394435150399364,2007-12,2007-10
28593,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80642,08 JACKSON DITCH RX (1),2007,2007-10-25,2007-10-31,Prescribed Fire,267.6544517785462,6538.86737510053,6.10756455912669,2007-10,2007-10
28596,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80654,UNNAMED (1),2007,2007-09-12,2007-10-31,Unknown - Likely Prescribed Fire,350.0567524680873,2550.9256184419523,2.821794323675064,2007-09,2007-10
28597,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80655,UNNAMED (1),2007,2007-11-20,2007-10-31,Unknown - Likely Prescribed Fire,303.1807937776172,2537.291055660756,3.0922260807208786,2007-11,2007-10
28599,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80663,RX TEXAS POINT WEST 07 (1),2007,2007-11-27,2007-10-31,Unknown - Likely Prescribed Fire,280.39240234289565,2295.295718329119,3.046503131994792,2007-11,2007-10
28608,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80690,UNNAMED (3),2007,2007-11-21,2007-10-31,Prescribed Fire,625.3674841967133,3655.707959707077,1.461423903580007,2007-11,2007-10
28616,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80707,UNNAMED (1),2007,2007-05-13,2007-10-31,Unknown - Likely Prescribed Fire,432.0765726291384,1698.105256967136,1.982525647383722,2007-05,2007-10
28617,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80713,UNNAMED (1),2007,2007-09-18,2007-10-31,Prescribed Fire,207.2507371317905,1648.5361143971832,1.988576901114808,2007-09,2007-10
28621,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80734,UNNAMED (1),2007,2007-12-25,2007-10-31,Unknown - Likely Prescribed Fire,330.747310844017,1519.2075503142362,2.148314363038545,2007-12,2007-10
28625,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80749,UNNAMED (1),2007,2007-05-13,2007-10-31,Unknown - Likely Prescribed Fire,428.0414718994225,1450.3360104706408,1.847076805452293,2007-05,2007-10
28630,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80759,UNNAMED (1),2007,2007-12-05,2007-10-31,Prescribed Fire,642.4728829810374,1388.2885444514118,0.5402128950601901,2007-12,2007-10
28631,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80765,UNNAMED (1),2007,2007-09-29,2007-10-31,Unknown - Likely Prescribed Fire,504.25180799692055,1352.2394342046516,1.6704187336364047,2007-09,2007-10
28638,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80781,RX DEEP MARSH 07 (1),2007,2007-10-28,2007-10-31,Unknown - Likely Prescribed Fire,266.7086961282683,1244.7348803264751,2.1667550574802448,2007-10,2007-10
28650,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80814,CPT O-12EW (1),2007,2007-11-03,2007-10-31,Prescribed Fire,516.663786562167,1650.8797180587312,0.7988172197259711,2007-11,2007-10
28656,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80830,ALLIGATOR (1),2007,2007-10-22,2007-10-31,Unknown - Likely Prescribed Fire,273.0694895921454,1059.2258580508585,1.969740211212273,2007-10,2007-10
28657,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80836,UNNAMED (2),2007,2007-12-17,2007-10-31,Prescribed Fire,622.1315365549652,1743.77306331463,0.7007252328706567,2007-12,2007-10
28660,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80846,UNNAMED (1),2007,2007-11-16,2007-10-31,Prescribed Fire,622.8801222309933,975.2078961034558,0.3914107471476681,2007-11,2007-10
28667,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80865,UNNAMED (2),2007,2007-11-24,2007-10-31,Prescribed Fire,625.6189838986633,1491.8278438193718,0.5961407351015645,2007-11,2007-10
28670,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80869,UNNAMED (1),2007,2007-09-20,2007-10-31,Prescribed Fire,607.592623315739,840.3063457711902,0.3457523649585686,2007-09,2007-10
28685,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80908,UNNAMED (2),2007,2007-09-20,2007-10-31,Prescribed Fire,620.4717087171607,1401.0999509942378,0.5645301515402869,2007-09,2007-10
28689,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,80919,UNNAMED (1),2007,2007-10-05,2007-10-31,Prescribed Fire,625.4631689158135,661.8307062747581,0.2645362425664426,2007-10,2007-10
28701,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88676,BURNT CABIN RX - BURNT CABIN RX FUELS (1),2007,2007-05-01,2007-10-31,Prescribed Fire,627.7048177601833,7628.179308210101,3.0381236101665827,2007-05,2007-10
28704,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88679,HOMOCHITTO BURN BLOCK 24 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,375.1400103000067,9729.942722897396,6.484207533019588,2007-05,2007-10
28705,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88680,HOMOCHITTO BURN BLOCK 51 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,370.3409631773008,7468.459902287,5.041610735018445,2007-05,2007-10
28706,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88681,MCWA NE - MCWA NE STATE FY 07,2007,2007-05-01,2007-10-31,Prescribed Fire,182.65775464485492,7381.270633207516,10.102596858752404,2007-05,2007-10
28707,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88682,HOMOCHITTO BURN BLOCK 42 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,365.4881837974101,3530.5398677730805,2.414948023141876,2007-05,2007-10
28708,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88683,SIMMONS MTN - SIMMONS MTN FY07 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,195.4068748137004,3232.6151348714093,4.135748982671879,2007-05,2007-10
28711,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88686,HOMOCHITTO BURN BLOCK 36 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,363.3924035474753,2832.936928099713,1.9489516707313368,2007-05,2007-10
28713,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88688,COUNCIL BLUFF/RICHTER 55691 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,492.1019938339665,2795.022073858531,1.4199404335280756,2007-05,2007-10
28715,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88690,HOLLY CREEK - HOLLY CREEK USFS SU1&2 FY03,2007,2007-05-01,2007-10-31,Prescribed Fire,176.99590530745473,7380.272266125232,10.424354525751829,2007-05,2007-10
28717,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88692,PITKIN - PB C-127,2007,2007-05-01,2007-10-31,Prescribed Fire,271.7023091560425,3782.645601588553,3.480505569991426,2007-05,2007-10
28720,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88695,FRANKLIN CREEK (1),2007,2007-05-01,2007-10-31,Prescribed Fire,587.9652330118711,2462.604366010984,1.0470875775240198,2007-05,2007-10
28721,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88696,HS -07 C-106/107 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,465.5515603454575,2262.834298696058,1.2151362445316185,2007-05,2007-10
28722,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88697,DESOTO 0816 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,479.10563869529045,2124.9029764458965,1.1087862492249476,2007-05,2007-10
28724,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88699,NONWUI 07 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,261.62841474378683,2076.1036460530904,1.9838285226838053,2007-05,2007-10
28726,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88701,ZION HILLS - PB ZION HILLS 2 C-252 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,260.7006411736626,1976.2637697371404,1.895146633357028,2007-05,2007-10
28728,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88704,LORAN CAMP - PB C-48,2007,2007-05-01,2007-10-31,Prescribed Fire,291.49309643121865,1950.065100742844,1.6724796612833213,2007-05,2007-10
28730,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88706,COMPT 19 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,560.4731945792886,3265.20394208701,1.456449645436652,2007-05,2007-10
28731,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88707,HOMOCHITTO BURN BLOCK 20 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,377.6303616016988,3660.7830685055824,2.4235227359490965,2007-05,2007-10
28734,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88710,CLAIBORNE RANGE BURN UNIT - PB C-361 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,284.6560692711938,6247.293302992243,5.486703057998391,2007-05,2007-10
28736,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88712,EAST END RX BURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,265.3708687754568,3019.1478534870657,2.8442721194481537,2007-05,2007-10
28739,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88715,HS-7072 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,469.7611104789734,1749.404211153338,0.9310073631731812,2007-05,2007-10
28741,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88717,CHAPARRAL PROJECT - CHAPARRAL RX 2008 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,592.7593667469931,1697.3121900508684,0.7158521169245945,2007-05,2007-10
28742,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88718,LONG BRANCH BURN UNIT - PB 10 C-25KV (1),2007,2007-05-01,2007-10-31,Prescribed Fire,281.19053305526984,1684.505186347688,1.4976546045529449,2007-05,2007-10
28743,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88719,THOMPSON CANYON (1),2007,2007-05-01,2007-10-31,Prescribed Fire,625.5311973764613,1678.2267990929931,0.6707206635462946,2007-05,2007-10
28744,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88720,HOMOCHITTO BURN BLOCK 06 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,381.272171089665,1630.250247272052,1.0689543919589275,2007-05,2007-10
28748,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88725,THE HOMEPLACE (1),2007,2007-05-01,2007-10-31,Prescribed Fire,588.2830735656582,1526.8828474783545,0.648872505469061,2007-05,2007-10
28750,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88728,** Upper Frijoles (Units 1,2007,2007-11-07,2007-10-31,Prescribed Fire,574.0306151403327,1506.7251194322382,0.6562041638945907,2007-11,2007-10
28751,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88730,WUI 07 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,255.41342155911832,1474.6618344772305,1.4434067574400191,2007-05,2007-10
28757,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88736,MUDVILLE BURN UNIT - COMPARTMENT 12 PBURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,278.3848647771628,3504.5832590151813,3.147246584167279,2007-05,2007-10
28759,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88739,HOMOCHITTO BURN BLOCK 14 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,378.8142856510523,1429.065437652594,0.943117440249461,2007-05,2007-10
28761,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88741,MUDVILLE BURN UNIT - COMPARTMENT 5 PBURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,281.8068576387574,1377.1877570789368,1.221747909737107,2007-05,2007-10
28769,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88749,HOMOCHITTO BURN BLOCK 15 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,374.9601805703704,1326.9936961505168,0.8847564120888525,2007-05,2007-10
28772,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88752,K91W (1),2007,2007-05-01,2007-10-31,Prescribed Fire,473.5645950886153,1310.1093802122653,0.6916212665597988,2007-05,2007-10
28773,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88753,COMPARTMENT 39 - COMP 39 WEST (1),2007,2007-05-01,2007-10-31,Prescribed Fire,619.7558112381034,1669.7099142421098,0.6735354005420634,2007-05,2007-10
28774,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88754,HS 28/30 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,472.0261728306253,1285.5934557744615,0.6808909811425671,2007-05,2007-10
28776,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88756,MENDENHAUSE CREEK BURN UNIT - COMPARTMENT 57 PBURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,258.9351566286295,1269.694818625991,1.2258810614572273,2007-05,2007-10
28777,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88757,HOMOCHITTO BURN BLOCK 56 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,370.2732464002403,1269.4432028274375,0.8570989230040506,2007-05,2007-10
28778,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88758,HOMOCHITTO BURN BLOCK 10 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,382.6586106617556,1262.8467936550169,0.8250479399059495,2007-05,2007-10
28781,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88761,WILLIANA BURN UNIT - COMPARTMENT 52 PBURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,283.1581658100207,2219.136152614498,1.9592726085316063,2007-05,2007-10
28782,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88762,INTERDISCIPLINARY UNIT CAD 06 - ENTIRE (1),2007,2007-05-01,2007-10-31,Prescribed Fire,96.40803318835697,2456.3839395701,6.369759496003164,2007-05,2007-10
28783,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88763,BH JIM BROWN 07 - BH JIM BROWN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,569.527850118794,1237.52815388413,0.5432254777470505,2007-05,2007-10
28784,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88764,HS-07 C-52/53 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,481.2184189185447,1233.3863447976848,0.6407622278722765,2007-05,2007-10
28787,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88767,COMPT 38 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,560.3922727695264,1231.5765198127629,0.5494260804695623,2007-05,2007-10
28792,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88774,JOHNSONVILLE - PB C-110 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,261.7180404295294,1194.7770610700695,1.1412826749631129,2007-05,2007-10
28794,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88776,JOHNSONVILLE - C-120 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,265.64225613569954,2338.177355746775,2.200494557756232,2007-05,2007-10
28795,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88777,COMPARTMENT 66 - COMP 66 A (1),2007,2007-05-01,2007-10-31,Prescribed Fire,615.4550907042523,1176.6026679592956,0.4779400990139402,2007-05,2007-10
28796,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88778,REED'S PLACE (1),2007,2007-05-01,2007-10-31,Prescribed Fire,226.20833625260028,1168.35451766679,1.2912372472892892,2007-05,2007-10
28800,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88782,Foothills BC Fuels Reduction - Foothills Blacklining Prep (ADD ON) (2),2007,2007-11-05,2007-10-31,Prescribed Fire,450.5375567381333,2229.9700656002337,1.2373941041370071,2007-11,2007-10
28801,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88784,MELDER UNIT - PB C-367 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,286.1170832463227,2470.100564853423,2.1582952482488387,2007-05,2007-10
28805,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88788,COMPARTMENT 33 - COMP 33 B (1),2007,2007-05-01,2007-10-31,Prescribed Fire,627.5884143795637,1513.1693579633993,0.6027713877810046,2007-05,2007-10
28810,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88794,CAMP LIVINGSTON BURN UNIT - COMPARTMENT 102 PBURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,292.64642496359664,1027.8327680666823,0.878049995138791,2007-05,2007-10
28814,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88799,HOMOCHITTO BURN BLOCK 03 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,383.2346767181228,995.5735082284262,0.6494542174224304,2007-05,2007-10
28818,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88803,CIM07-NORTH FORK BROADCAST (1),2007,2007-05-01,2007-10-31,Prescribed Fire,416.7885585910863,962.4530758672572,0.5773029609550329,2007-05,2007-10
28819,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88804,BH BRUSHY WEST 07 - BH BRUSHY WEST (1),2007,2007-05-01,2007-10-31,Prescribed Fire,579.487918535994,958.8902903921462,0.413680018047083,2007-05,2007-10
28824,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88809,GUM SPRINGS BURN UNIT - COMPARTMENT 66 PBURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,262.3331020719042,926.7166996878666,0.8831488405091346,2007-05,2007-10
28826,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88811,DRY PRONG BURN UNIT - C-44 RX BURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,277.74893825410925,950.2073959221008,0.8552754529819004,2007-05,2007-10
28827,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88812,OLD GROWTH BONNERDALE (1),2007,2007-05-01,2007-10-31,Prescribed Fire,246.4640392755797,922.4037650874864,0.9356372716671618,2007-05,2007-10
28829,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88814,COMPARTMENT 44 - COMP 44 B (1),2007,2007-05-01,2007-10-31,Prescribed Fire,621.6929052085351,2777.8474232184567,1.1170496719303402,2007-05,2007-10
28830,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88815,PROVIDENCE - PB C-101 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,258.99602794045364,909.7633197939164,0.8781633902152759,2007-05,2007-10
28833,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88818,BH HALL 07 - BH HALL (1),2007,2007-05-01,2007-10-31,Prescribed Fire,578.2112423278828,873.4791211491877,0.3776643626093096,2007-05,2007-10
28834,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88819,Frontcountry Fuel Reduction N/A - Big Blue Block 1 RX (1),2007,2007-07-01,2007-10-31,Prescribed Fire,334.1925707549183,868.3166880048358,0.6495631291588615,2007-07,2007-10
28835,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88820,ST CLAIR - C-10 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,277.20823294798146,856.2748207492215,0.7722306906645001,2007-05,2007-10
28836,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88821,BH BROWN CREEK 07 (2),2007,2007-05-01,2007-10-31,Prescribed Fire,581.4995013775987,854.1799923461514,0.3672316099680912,2007-05,2007-10
28842,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88827,SALAZAR (1),2007,2007-05-01,2007-10-31,Prescribed Fire,630.9350944101014,833.9276672072407,0.33043322308253,2007-05,2007-10
28856,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88841,TOMBIGBEE COMP 48 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,473.0652768213653,767.5892240439267,0.4056465680600866,2007-05,2007-10
28859,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88844,MARLOW - PB C-117 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,265.50053759016487,759.9393833891882,0.7155723584280034,2007-05,2007-10
28860,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88845,C-92 93 95 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,463.6714982323486,750.6534962924676,0.4047334692525733,2007-05,2007-10
28866,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88851,CALICO - CALICO BROADCAST (1),2007,2007-05-01,2007-10-31,Prescribed Fire,506.4858321811512,730.2226432480323,0.3604358685135237,2007-05,2007-10
28867,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88852,Lakeshore 1 RxBurn (1),2007,2007-10-09,2007-10-31,Prescribed Fire,620.1007656542359,726.4075925258418,0.2928586903772998,2007-10,2007-10
28870,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88856,LONGLEAF TRACT - PB C-81 LONGLEAF (1),2007,2007-05-01,2007-10-31,Prescribed Fire,287.07072697448893,711.4427970232583,0.6195710065262785,2007-05,2007-10
28871,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88857,COOTERS BOG - PB C- 132 COOTERS BOG (1),2007,2007-05-01,2007-10-31,Prescribed Fire,273.99737546619696,708.6639469560487,0.6465973859697394,2007-05,2007-10
28872,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88858,HOMOCHITTO BURN BLOCK 79 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,359.15890025835256,701.3918493526357,0.4882183407177894,2007-05,2007-10
28875,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88861,HOMOCHITTO BURN BLOCK 75 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,356.9663882077336,692.8455799709533,0.4852316652623872,2007-05,2007-10
28878,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88864,LITTLE COVE RX BURN - 2008 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,264.89517387129115,686.4550966490176,0.6478554201430605,2007-05,2007-10
28880,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88866,BH GRINDSTONE 07 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,575.3736729816483,678.5505892557798,0.2948303950628543,2007-05,2007-10
28882,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88868,COMPARTMENT 282 - BULLS GAP EAST (1),2007,2007-05-01,2007-10-31,Prescribed Fire,641.2064029849129,1425.8363880322224,0.5559194283598612,2007-05,2007-10
28884,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88870,Frontcountry Fuel Reduction N/A - Spring Canyon RX (1),2007,2007-11-15,2007-10-31,Prescribed Fire,328.5308270725661,1208.048405485245,0.9192808603760116,2007-11,2007-10
28885,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88871,COMPARTMENT 8 - COMP 8 SOUTH 1 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,632.3220517292996,4157.612515706102,1.6437875700901532,2007-05,2007-10
28888,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88874,HOMOCHITTO BURN BLOCK 13 (1),2007,2007-05-01,2007-10-31,Prescribed Fire,383.023245175532,730.8950096717988,0.4770565617609214,2007-05,2007-10
28890,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88876,SPRING BRANCH BURN UNIT - COMPARTMENT 40 PBURN (1),2007,2007-05-01,2007-10-31,Prescribed Fire,254.8502432761641,644.5455249843619,0.6322787028752326,2007-05,2007-10
28894,2007,M10,Oct,15400.0,2007-10-01,2007,M10,Oct,118800.0,88881,CIM07-MILLS BROADCAST (1),2007,2007-05-01,2007-10-31,Prescribed Fire,406.32121257710793,623.471360421168,0.3836074398299173,2007-05,2007-10
